"treino_mean_squared_error,treino_accuracy,mean_squared_error,accuracy"
"0.458707720041275,0.4333333373069763,0.447273313999176,0.4507042169570923"
"0.050798449665308,0.800000011920929,0.052454348653554916,0.8225352168083191"
"0.04514078050851822,0.800000011920929,0.04854189231991768,0.8225352168083191"
"0.04578869044780731,0.800000011920929,0.047141239047050476,0.8225352168083191"
"0.0414075143635273,0.800000011920929,0.04612262174487114,0.8225352168083191"
"0.042285624891519547,0.800000011920929,0.04501071944832802,0.8225352168083191"
"0.04047989845275879,0.8333333134651184,0.04417603462934494,0.8394365906715393"
"0.03907894343137741,0.8333333134651184,0.04248829558491707,0.8422535061836243"
"0.03836503252387047,0.8666666746139526,0.04089578613638878,0.8450704216957092"
"0.037117112427949905,0.8666666746139526,0.038252316415309906,0.8563380241394043"
"0.031869374215602875,0.8666666746139526,0.03677729517221451,0.8591549396514893"
"0.029330197721719742,0.8666666746139526,0.03220367059111595,0.8704225420951843"
"0.03046494349837303,0.8333333134651184,0.030522814020514488,0.8507042527198792"
"0.02591034770011902,0.8666666746139526,0.027406971901655197,0.8704225420951843"
"0.023948514834046364,0.8666666746139526,0.02631942555308342,0.8676056265830994"
"0.024415601044893265,0.8666666746139526,0.031259216368198395,0.8563380241394043"
"0.020869361236691475,0.8666666746139526,0.02558966912329197,0.8591549396514893"
"0.023159900680184364,0.8666666746139526,0.025076448917388916,0.8647887110710144"
"0.023733174428343773,0.8666666746139526,0.025252973660826683,0.8732394576072693"
"0.020798517391085625,0.8666666746139526,0.024542899802327156,0.8647887110710144"
"0.025880949571728706,0.8333333134651184,0.025357244536280632,0.8676056265830994"
"0.02620599791407585,0.8333333134651184,0.0256863571703434,0.8563380241394043"
"0.0212816521525383,0.8666666746139526,0.02389254793524742,0.8647887110710144"
"0.020200489088892937,0.8666666746139526,0.02385829947888851,0.8732394576072693"
"0.02893916703760624,0.8333333134651184,0.02601633407175541,0.8619718551635742"
"0.02363974042236805,0.8333333134651184,0.024155041202902794,0.8591549396514893"
"0.02005886100232601,0.8666666746139526,0.024870557710528374,0.8732394576072693"
"0.019652312621474266,0.8333333134651184,0.02381986193358898,0.8619718551635742"
"0.021783912554383278,0.8666666746139526,0.023242725059390068,0.8760563135147095"
"0.02591647394001484,0.8333333134651184,0.023770300671458244,0.8619718551635742"
"0.02161826565861702,0.8333333134651184,0.023121949285268784,0.8563380241394043"
"0.020413193851709366,0.8333333134651184,0.02246769145131111,0.8676056265830994"
"0.019934551790356636,0.8666666746139526,0.022789888083934784,0.8676056265830994"
"0.021493077278137207,0.8666666746139526,0.02288120426237583,0.8619718551635742"
"0.02043379656970501,0.8666666746139526,0.02190663293004036,0.8760563135147095"
"0.020972395315766335,0.8333333134651184,0.02164117433130741,0.8591549396514893"
"0.022914202883839607,0.8333333134651184,0.022276166826486588,0.8704225420951843"
"0.020518969744443893,0.8333333134651184,0.021597815677523613,0.8647887110710144"
"0.022007953375577927,0.8333333134651184,0.022049738094210625,0.8619718551635742"
"0.022370152175426483,0.8333333134651184,0.02169470675289631,0.8676056265830994"
"0.019892344251275063,0.8666666746139526,0.021662691608071327,0.8704225420951843"
"0.021872907876968384,0.8333333134651184,0.021225616335868835,0.8647887110710144"
"0.026009470224380493,0.8333333134651184,0.023575562983751297,0.8535211086273193"
"0.023846836760640144,0.8333333134651184,0.021793736144900322,0.8704225420951843"
"0.02738053724169731,0.8333333134651184,0.023491399362683296,0.8591549396514893"
"0.019490789622068405,0.8333333134651184,0.02117735706269741,0.8647887110710144"
"0.024179665371775627,0.8333333134651184,0.021266145631670952,0.8619718551635742"
"0.022263361141085625,0.8333333134651184,0.020806139335036278,0.8732394576072693"
"0.021877143532037735,0.8333333134651184,0.020648857578635216,0.8732394576072693"
"0.025101130828261375,0.8333333134651184,0.020923033356666565,0.8619718551635742"
"0.022221485152840614,0.8333333134651184,0.020619746297597885,0.8676056265830994"
"0.02115515246987343,0.8333333134651184,0.020533740520477295,0.8591549396514893"
"0.020566260442137718,0.8333333134651184,0.02081923745572567,0.8422535061836243"
"0.02318103238940239,0.8333333134651184,0.020742975175380707,0.8591549396514893"
"0.022353800013661385,0.8333333134651184,0.020301776006817818,0.8591549396514893"
"0.022590504959225655,0.8333333134651184,0.02017362043261528,0.8591549396514893"
"0.022847933694720268,0.8333333134651184,0.02050711214542389,0.8591549396514893"
