"treino_mean_squared_error,treino_accuracy,mean_squared_error,accuracy"
"0.5363027453422546,0.36666667461395264,0.5580740571022034,0.3464788794517517"
"0.11388258635997772,0.800000011920929,0.1275794804096222,0.8197183012962341"
"0.08873438835144043,0.8333333134651184,0.10488299280405045,0.8281689882278442"
"0.08293844759464264,0.8333333134651184,0.09436147660017014,0.8366197347640991"
"0.0898757204413414,0.8333333134651184,0.08984038233757019,0.8450704216957092"
"0.0782800018787384,0.8333333134651184,0.08728687465190887,0.8450704216957092"
"0.08165697753429413,0.8333333134651184,0.08569604903459549,0.8760563135147095"
"0.10325256735086441,0.8333333134651184,0.08784238994121552,0.8647887110710144"
"0.07917674630880356,0.8333333134651184,0.08152967691421509,0.8732394576072693"
"0.07108734548091888,0.8333333134651184,0.08090376108884811,0.8788732290267944"
"0.07775720208883286,0.8333333134651184,0.07988471537828445,0.8732394576072693"
"0.07963778078556061,0.8333333134651184,0.07732319831848145,0.8732394576072693"
"0.07545621693134308,0.8333333134651184,0.0762220248579979,0.8760563135147095"
"0.06636869162321091,0.8666666746139526,0.07761135697364807,0.8845070600509644"
"0.07472104579210281,0.8333333134651184,0.07357636839151382,0.8816901445388794"
"0.06334386765956879,0.8333333134651184,0.07331544160842896,0.8873239159584045"
"0.0752333402633667,0.8333333134651184,0.07060004770755768,0.8873239159584045"
"0.06960951536893845,0.8666666746139526,0.06898804008960724,0.8901408314704895"
"0.06576470285654068,0.8666666746139526,0.06798716634511948,0.8929577469825745"
"0.06489142775535583,0.8666666746139526,0.06566830724477768,0.8873239159584045"
"0.06979750841856003,0.8666666746139526,0.06421288847923279,0.8816901445388794"
"0.06485960632562637,0.8666666746139526,0.06232493743300438,0.8845070600509644"
"0.0642591044306755,0.8666666746139526,0.06118914484977722,0.8901408314704895"
"0.061202406883239746,0.8666666746139526,0.05968889594078064,0.8929577469825745"
"0.06394263356924057,0.8666666746139526,0.0586182065308094,0.8845070600509644"
"0.06348185241222382,0.8333333134651184,0.06067349761724472,0.8845070600509644"
"0.06584854423999786,0.8666666746139526,0.05769338831305504,0.8929577469825745"
"0.05973095819354057,0.8666666746139526,0.0552276074886322,0.8957746624946594"
"0.0629061907529831,0.8666666746139526,0.05698375403881073,0.8901408314704895"
"0.06106726825237274,0.8666666746139526,0.05331167206168175,0.8985915780067444"
"0.06032407656311989,0.8666666746139526,0.052177656441926956,0.8957746624946594"
"0.05752461403608322,0.8666666746139526,0.0513516403734684,0.9042253494262695"
"0.058928173035383224,0.8999999761581421,0.04984138906002045,0.9014084339141846"
"0.06266746670007706,0.8999999761581421,0.049015339463949203,0.9014084339141846"
"0.05915100499987602,0.9333333373069763,0.04773806035518646,0.9042253494262695"
"0.05915100499987602,0.9333333373069763,0.04773806035518646,0.9042253494262695"
"0.06018346548080444,0.9333333373069763,0.0465121865272522,0.9014084339141846"
"0.06182513386011124,0.9333333373069763,0.045458633452653885,0.9014084339141846"
"0.06003317981958389,0.9333333373069763,0.044030964374542236,0.9042253494262695"
"0.060234297066926956,0.9333333373069763,0.044190846383571625,0.9183098673820496"
"0.05500362440943718,0.8999999761581421,0.044048938900232315,0.9183098673820496"
"0.06488662213087082,0.9333333373069763,0.04064807668328285,0.9239436388015747"
"0.06410544365644455,0.9333333373069763,0.03873581066727638,0.9126760363578796"
"0.06421252340078354,0.9333333373069763,0.03755950555205345,0.9323943853378296"
"0.0678754597902298,0.9333333373069763,0.036524493247270584,0.9239436388015747"
"0.06735505908727646,0.9333333373069763,0.034912824630737305,0.9267605543136597"
"0.0716269239783287,0.8666666746139526,0.03716440871357918,0.9126760363578796"
"0.0651744157075882,0.9333333373069763,0.031922340393066406,0.9323943853378296"
"0.06885020434856415,0.9333333373069763,0.030704520642757416,0.9323943853378296"
"0.07098565250635147,0.9333333373069763,0.030452147126197815,0.9323943853378296"
"0.05850103124976158,0.8999999761581421,0.03036966733634472,0.9267605543136597"
"0.06604178994894028,0.9333333373069763,0.02925710566341877,0.9267605543136597"
"0.06225822493433952,0.9333333373069763,0.02853059582412243,0.9267605543136597"
"0.06632807105779648,0.9333333373069763,0.02521684765815735,0.9408450722694397"
"0.0667358860373497,0.9333333373069763,0.02503272518515587,0.9380281567573547"
"0.05997254699468613,0.9333333373069763,0.024966847151517868,0.9323943853378296"
"0.06134821102023125,0.9333333373069763,0.023769747465848923,0.9380281567573547"
"0.06360635161399841,0.9333333373069763,0.02250448241829872,0.9436619877815247"
"0.06268788874149323,0.9333333373069763,0.02124323509633541,0.9408450722694397"
"0.05763580650091171,0.8999999761581421,0.02071344666182995,0.9408450722694397"
"0.06059591472148895,0.9333333373069763,0.019834471866488457,0.9436619877815247"
"0.05804496258497238,0.8999999761581421,0.019202889874577522,0.9380281567573547"
"0.05851099267601967,0.9333333373069763,0.01892843469977379,0.9521126747131348"
"0.05851099267601967,0.9333333373069763,0.01892843469977379,0.9521126747131348"
"0.07747014611959457,0.9333333373069763,0.019610734656453133,0.9521126747131348"
"0.07747014611959457,0.9333333373069763,0.019610734656453133,0.9521126747131348"
"0.06248435750603676,0.9333333373069763,0.017224056646227837,0.9436619877815247"
"0.06028284132480621,0.9333333373069763,0.01645485870540142,0.9521126747131348"
"0.06028284132480621,0.9333333373069763,0.01645485870540142,0.9521126747131348"
"0.056534938514232635,0.8999999761581421,0.016025573015213013,0.9577465057373047"
"0.059100572019815445,0.8999999761581421,0.015611252747476101,0.9464788436889648"
"0.06450417637825012,0.9333333373069763,0.016206439584493637,0.9633802771568298"
"0.05942094698548317,0.8666666746139526,0.014593136496841908,0.9633802771568298"
"0.06202900409698486,0.8999999761581421,0.014492952264845371,0.9521126747131348"
"0.05572408065199852,0.8999999761581421,0.014915412291884422,0.9633802771568298"
"0.06729757785797119,0.8333333134651184,0.013466277159750462,0.9633802771568298"
"0.05769655853509903,0.8999999761581421,0.013202117756009102,0.9605633616447449"
"0.06021909788250923,0.8999999761581421,0.01275232620537281,0.9521126747131348"
"0.05988050997257233,0.8333333134651184,0.013162290677428246,0.9661971926689148"
"0.05023390054702759,0.8333333134651184,0.012261479161679745,0.9492957592010498"
"0.05896829068660736,0.8666666746139526,0.01227764505892992,0.9492957592010498"
"0.05975104495882988,0.8333333134651184,0.012793599627912045,0.9605633616447449"
"0.060849133878946304,0.8666666746139526,0.01165630854666233,0.9577465057373047"
"0.05383418872952461,0.8333333134651184,0.011307834647595882,0.9605633616447449"
"0.053697310388088226,0.8333333134651184,0.011062470264732838,0.9690141081809998"
"0.05252762883901596,0.8999999761581421,0.011157446540892124,0.9661971926689148"
"0.05724833905696869,0.8333333134651184,0.011127395555377007,0.9746478796005249"
"0.053853150457143784,0.8666666746139526,0.011049613356590271,0.9605633616447449"
"0.048521798104047775,0.800000011920929,0.01113131083548069,0.9661971926689148"
"0.05823814868927002,0.8999999761581421,0.012710255570709705,0.9690141081809998"
"0.06526632606983185,0.8666666746139526,0.014130661264061928,0.9549295902252197"
"0.042421624064445496,0.8333333134651184,0.010556397028267384,0.9746478796005249"
"0.05104760080575943,0.8333333134651184,0.010422537103295326,0.9464788436889648"
"0.0464261993765831,0.8333333134651184,0.009671272709965706,0.9661971926689148"
