"treino_mean_squared_error,treino_accuracy,mean_squared_error,accuracy"
"0.2780984044075012,0.6000000238418579,0.31668758392333984,0.6450704336166382"
"0.10028769075870514,0.8333333134651184,0.10586115717887878,0.8338028192520142"
"0.10812688618898392,0.8333333134651184,0.10373248159885406,0.8450704216957092"
"0.09862200170755386,0.8333333134651184,0.09837924689054489,0.8450704216957092"
"0.08785129338502884,0.8333333134651184,0.09467124193906784,0.8704225420951843"
"0.07279853522777557,0.8333333134651184,0.08980211615562439,0.8676056265830994"
"0.06865838915109634,0.8333333134651184,0.08613783866167068,0.8647887110710144"
"0.06469772756099701,0.8333333134651184,0.0836314857006073,0.8704225420951843"
"0.07214149087667465,0.8333333134651184,0.08069288730621338,0.8732394576072693"
"0.053297195583581924,0.8666666746139526,0.07775015383958817,0.8732394576072693"
"0.05451580509543419,0.8999999761581421,0.07646607607603073,0.8760563135147095"
"0.057804107666015625,0.8333333134651184,0.07257772982120514,0.8788732290267944"
"0.047755543142557144,0.8666666746139526,0.07062562555074692,0.8760563135147095"
"0.04342575743794441,0.8666666746139526,0.06966006010770798,0.8816901445388794"
"0.06918838620185852,0.8666666746139526,0.07182120531797409,0.8816901445388794"
"0.05622874200344086,0.8666666746139526,0.06849777698516846,0.8845070600509644"
"0.060808416455984116,0.8333333134651184,0.06866750121116638,0.8732394576072693"
"0.051517896354198456,0.8666666746139526,0.06535232067108154,0.8788732290267944"
"0.048918962478637695,0.8666666746139526,0.06489882618188858,0.8760563135147095"
"0.0528578944504261,0.8666666746139526,0.06374546885490417,0.8760563135147095"
"0.04753747209906578,0.8999999761581421,0.06359255313873291,0.8873239159584045"
"0.043013736605644226,0.8999999761581421,0.06511131674051285,0.8816901445388794"
"0.0513961985707283,0.8333333134651184,0.06381601095199585,0.8704225420951843"
"0.049526773393154144,0.8666666746139526,0.06201694533228874,0.8845070600509644"
"0.04564885422587395,0.8666666746139526,0.06090829521417618,0.8873239159584045"
"0.048432644456624985,0.8333333134651184,0.0603100024163723,0.8788732290267944"
"0.04703374207019806,0.8666666746139526,0.058837395161390305,0.8816901445388794"
"0.05706257000565529,0.8666666746139526,0.05892064794898033,0.8845070600509644"
"0.040854763239622116,0.8999999761581421,0.057586222887039185,0.8816901445388794"
"0.04876648262143135,0.8333333134651184,0.05615733936429024,0.8816901445388794"
"0.04383789375424385,0.8333333134651184,0.05632815882563591,0.8788732290267944"
"0.05188562721014023,0.8333333134651184,0.057155054062604904,0.8732394576072693"
"0.04784724861383438,0.8333333134651184,0.05451400578022003,0.8873239159584045"
"0.055647436529397964,0.8333333134651184,0.054585088044404984,0.8816901445388794"
"0.045365963131189346,0.8666666746139526,0.05138757824897766,0.8788732290267944"
"0.06503376364707947,0.8333333134651184,0.053670916706323624,0.8845070600509644"
"0.04811335355043411,0.8666666746139526,0.04944884777069092,0.8816901445388794"
"0.049865707755088806,0.8666666746139526,0.048485565930604935,0.8788732290267944"
"0.046770188957452774,0.8666666746139526,0.04736252501606941,0.8957746624946594"
"0.051101911813020706,0.8666666746139526,0.046007655560970306,0.8929577469825745"
"0.049675989896059036,0.8666666746139526,0.04524353891611099,0.8901408314704895"
"0.04660806432366371,0.8666666746139526,0.04582814872264862,0.8845070600509644"
"0.05736729875206947,0.8666666746139526,0.04370661824941635,0.8985915780067444"
"0.05483578145503998,0.8666666746139526,0.043193668127059937,0.8985915780067444"
"0.05760602280497551,0.8666666746139526,0.04078410938382149,0.8929577469825745"
"0.0604785792529583,0.8666666746139526,0.04104568436741829,0.8929577469825745"
"0.05986002832651138,0.8666666746139526,0.03923044726252556,0.9014084339141846"
